[2026-06-26T05:43:22.285Z] GET http://localhost:3000/?_rsc=q3mOO9BClNZHexY7 → 200 (66ms, 2690B)
[2026-06-26T05:43:36.679Z] GET http://localhost:3000/ → 200 (343ms, ?B)
[2026-06-26T05:43:37.059Z] GET http://localhost:3000/_next/static/media/2a65768255d6b625-s.p.3u4lli0-axodc.woff2 → 200 (?ms, -300B)
[2026-06-26T05:43:37.060Z] GET http://localhost:3000/_next/static/media/83afe278b6a6bb3c-s.p.2bn3s6zvc0dyp.woff2 → 200 (1ms, -300B)
[2026-06-26T05:43:37.061Z] GET http://localhost:3000/_next/static/chunks/%5Broot-of-the-server%5D__0jcbqdd._.css → 304 (4ms, ?B)
[2026-06-26T05:43:37.062Z] GET http://localhost:3000/_next/static/chunks/%5Bturbopack%5D_browser_dev_hmr-client_hmr-client_ts_1xx01vv._.js → 200 (3ms, ?B)
[2026-06-26T05:43:37.062Z] GET http://localhost:3000/_next/static/chunks/node_modules_next_dist_compiled_next-devtools_index_090k2jm.js → 200 (47ms, ?B)
[2026-06-26T05:43:37.062Z] GET http://localhost:3000/_next/static/chunks/node_modules_next_dist_compiled_react-dom_096_9a-._.js → 200 (47ms, ?B)
[2026-06-26T05:43:37.063Z] GET http://localhost:3000/_next/static/chunks/node_modules_next_dist_compiled_react-server-dom-turbopack_164kp-6._.js → 200 (45ms, ?B)
[2026-06-26T05:43:37.063Z] GET http://localhost:3000/_next/static/chunks/node_modules_next_dist_compiled_1amofcm._.js → 200 (47ms, ?B)
[2026-06-26T05:43:37.063Z] GET http://localhost:3000/_next/static/chunks/node_modules_next_dist_client_0r5nbpw._.js → 200 (53ms, ?B)
[2026-06-26T05:43:37.063Z] GET http://localhost:3000/_next/static/chunks/node_modules_next_dist_1ybzpk2._.js → 200 (52ms, ?B)
[2026-06-26T05:43:37.064Z] GET http://localhost:3000/_next/static/chunks/node_modules_%40swc_helpers_cjs_1r9vbqw._.js → 200 (53ms, ?B)
[2026-06-26T05:43:37.064Z] GET http://localhost:3000/_next/static/chunks/_1anvha4._.js → 200 (46ms, ?B)
[2026-06-26T05:43:37.064Z] GET http://localhost:3000/_next/static/chunks/turbopack-_01_ro95._.js → 200 (46ms, ?B)
[2026-06-26T05:43:37.064Z] GET http://localhost:3000/_next/static/chunks/node_modules_02js8ti._.js → 200 (52ms, ?B)
[2026-06-26T05:43:37.064Z] GET http://localhost:3000/_next/static/chunks/lib_0ccwpid._.js → 200 (52ms, ?B)
[2026-06-26T05:43:37.064Z] GET http://localhost:3000/_next/static/chunks/app_layout_tsx_007e4b2._.js → 200 (54ms, ?B)
[2026-06-26T05:43:37.064Z] GET http://localhost:3000/_next/static/chunks/node_modules_0cy4o6n._.js → 304 (53ms, ?B)
[2026-06-26T05:43:37.065Z] GET http://localhost:3000/_next/static/chunks/_0gthaef._.js → 200 (55ms, 39337B)
[2026-06-26T05:43:37.065Z] GET http://localhost:3000/_next/static/chunks/node_modules_micromark-core-commonmark_dev_lib_2079wuz._.js → 200 (55ms, ?B)
[2026-06-26T05:43:37.065Z] GET http://localhost:3000/_next/static/chunks/node_modules_1tau-19._.js → 304 (53ms, ?B)
[2026-06-26T05:43:37.065Z] GET http://localhost:3000/_next/static/chunks/app_page_tsx_0_5hrkw._.js → 200 (55ms, 401B)
[2026-06-26T05:43:37.065Z] GET http://localhost:3000/_next/static/chunks/node_modules_next_dist_client_components_builtin_global-error_0_5hrkw.js → 200 (55ms, ?B)
[2026-06-26T05:43:37.127Z] GET http://localhost:3000/_next/static/chunks/%5Bturbopack%5D_browser_dev_hmr-client_hmr-client_ts_1mojsay._.js → 200 (11ms, ?B)
[2026-06-26T05:43:37.128Z] GET http://localhost:3000/_next/static/chunks/%5Bturbopack%5D_browser_dev_hmr-client_hmr-client_ts_1xch-cm._.js → 200 (10ms, ?B)
[2026-06-26T05:45:04.085Z] GET http://localhost:3000/__nextjs_font/geist-latin.woff2 → pending (?ms, ?B)
[2026-06-26T05:59:13.487Z] GET http://localhost:3000/?_rsc=q3mOO9BClNZHexY7 → 200 (216ms, 2691B)
[2026-06-26T05:59:13.489Z] GET http://localhost:3000/?_rsc=q3mOO9BClNZHexY7 → 200 (201ms, 2690B)
[2026-06-26T05:59:13.490Z] GET http://localhost:3000/?_rsc=q3mOO9BClNZHexY7 → 200 (190ms, 2691B)
[2026-06-26T05:59:13.490Z] GET http://localhost:3000/?_rsc=q3mOO9BClNZHexY7 → 200 (179ms, 2691B)
[2026-06-26T05:59:13.490Z] GET http://localhost:3000/?_rsc=q3mOO9BClNZHexY7 → 200 (169ms, 2691B)
[2026-06-26T05:59:13.491Z] GET http://localhost:3000/?_rsc=q3mOO9BClNZHexY7 → 200 (158ms, 2690B)
[2026-06-26T05:59:13.492Z] GET http://localhost:3000/?_rsc=q3mOO9BClNZHexY7 → 200 (145ms, 2690B)
[2026-06-26T05:59:13.492Z] GET http://localhost:3000/?_rsc=q3mOO9BClNZHexY7 → 200 (134ms, 2690B)
[2026-06-26T05:59:13.498Z] GET http://localhost:3000/?_rsc=q3mOO9BClNZHexY7 → 200 (116ms, 2689B)
[2026-06-26T05:59:13.498Z] GET http://localhost:3000/?_rsc=q3mOO9BClNZHexY7 → 200 (102ms, 2689B)
[2026-06-26T05:59:13.498Z] GET http://localhost:3000/?_rsc=q3mOO9BClNZHexY7 → 200 (88ms, 2689B)
[2026-06-26T05:59:13.499Z] GET http://localhost:3000/?_rsc=q3mOO9BClNZHexY7 → 200 (74ms, 2690B)
[2026-06-26T05:59:13.499Z] GET http://localhost:3000/?_rsc=q3mOO9BClNZHexY7 → 200 (59ms, 2690B)
[2026-06-26T05:59:13.500Z] GET http://localhost:3000/?_rsc=q3mOO9BClNZHexY7 → 200 (53ms, 2691B)
[2026-06-26T05:59:18.950Z] GET http://localhost:3000/?_rsc=q3mOO9BClNZHexY7 → 200 (245ms, 2690B)
[2026-06-26T05:59:18.950Z] GET http://localhost:3000/?_rsc=q3mOO9BClNZHexY7 → 200 (235ms, 2689B)
[2026-06-26T05:59:18.951Z] GET http://localhost:3000/?_rsc=q3mOO9BClNZHexY7 → 200 (224ms, 2691B)
[2026-06-26T05:59:18.951Z] GET http://localhost:3000/?_rsc=q3mOO9BClNZHexY7 → 200 (213ms, 2690B)
[2026-06-26T05:59:18.951Z] GET http://localhost:3000/?_rsc=q3mOO9BClNZHexY7 → 200 (203ms, 2691B)
[2026-06-26T05:59:18.951Z] GET http://localhost:3000/?_rsc=q3mOO9BClNZHexY7 → 200 (192ms, 2690B)
[2026-06-26T05:59:18.952Z] GET http://localhost:3000/?_rsc=q3mOO9BClNZHexY7 → 200 (181ms, 2690B)
[2026-06-26T05:59:18.953Z] GET http://localhost:3000/?_rsc=q3mOO9BClNZHexY7 → 200 (169ms, 2691B)
[2026-06-26T05:59:18.953Z] GET http://localhost:3000/?_rsc=q3mOO9BClNZHexY7 → 200 (152ms, 2691B)
[2026-06-26T05:59:18.954Z] GET http://localhost:3000/?_rsc=q3mOO9BClNZHexY7 → 200 (135ms, 2691B)
[2026-06-26T05:59:18.957Z] GET http://localhost:3000/?_rsc=q3mOO9BClNZHexY7 → 200 (121ms, 2690B)
[2026-06-26T05:59:18.961Z] GET http://localhost:3000/?_rsc=q3mOO9BClNZHexY7 → 200 (104ms, 2691B)
[2026-06-26T05:59:18.961Z] GET http://localhost:3000/?_rsc=q3mOO9BClNZHexY7 → 200 (96ms, 2689B)
[2026-06-26T05:59:18.962Z] GET http://localhost:3000/?_rsc=q3mOO9BClNZHexY7 → 200 (81ms, 2690B)
[2026-06-26T05:59:18.962Z] GET http://localhost:3000/?_rsc=q3mOO9BClNZHexY7 → 200 (69ms, 2689B)
[2026-06-26T05:59:18.962Z] GET http://localhost:3000/?_rsc=q3mOO9BClNZHexY7 → 200 (54ms, 2690B)
[2026-06-26T05:59:22.826Z] GET http://localhost:3000/?_rsc=q3mOO9BClNZHexY7 → pending (?ms, ?B)
[2026-06-26T05:59:22.826Z] GET http://localhost:3000/?_rsc=q3mOO9BClNZHexY7 → pending (?ms, ?B)
[2026-06-26T05:59:22.827Z] GET http://localhost:3000/?_rsc=q3mOO9BClNZHexY7 → pending (?ms, ?B)
[2026-06-26T05:59:22.827Z] GET http://localhost:3000/?_rsc=q3mOO9BClNZHexY7 → pending (?ms, ?B)
[2026-06-26T05:59:22.828Z] GET http://localhost:3000/?_rsc=q3mOO9BClNZHexY7 → pending (?ms, ?B)
[2026-06-26T05:59:22.829Z] GET http://localhost:3000/?_rsc=q3mOO9BClNZHexY7 → pending (?ms, ?B)
[2026-06-26T05:59:22.830Z] GET http://localhost:3000/?_rsc=q3mOO9BClNZHexY7 → pending (?ms, ?B)
[2026-06-26T05:59:22.830Z] GET http://localhost:3000/?_rsc=q3mOO9BClNZHexY7 → pending (?ms, ?B)
[2026-06-26T05:59:22.830Z] GET http://localhost:3000/?_rsc=q3mOO9BClNZHexY7 → pending (?ms, ?B)
[2026-06-26T05:59:22.831Z] GET http://localhost:3000/?_rsc=q3mOO9BClNZHexY7 → pending (?ms, ?B)
[2026-06-26T05:59:22.831Z] GET http://localhost:3000/?_rsc=q3mOO9BClNZHexY7 → pending (?ms, ?B)
[2026-06-26T05:59:22.831Z] GET http://localhost:3000/?_rsc=q3mOO9BClNZHexY7 → pending (?ms, ?B)
[2026-06-26T05:59:22.832Z] GET http://localhost:3000/?_rsc=q3mOO9BClNZHexY7 → pending (?ms, ?B)
[2026-06-26T05:59:22.832Z] GET http://localhost:3000/?_rsc=q3mOO9BClNZHexY7 → pending (?ms, ?B)
[2026-06-26T05:59:22.833Z] GET http://localhost:3000/?_rsc=q3mOO9BClNZHexY7 → pending (?ms, ?B)
[2026-06-26T05:59:22.833Z] GET http://localhost:3000/?_rsc=q3mOO9BClNZHexY7 → pending (?ms, ?B)
